Title,ISSN,Price,Type,PDF.downloads,downloads.2012,downloads.2013,downloads.2014,downloads.2015,downloads.2016,downloads.2017,downloads.2018,downloads.max,median.snip,editors,subj.BUS,subj.HUM,subj.LAW,subj.MED,subj.NSEG,subj.SSDG,Published.2012,Published.2013,Published.2014,Published.2015,Published.2016,Published.2017,Published.2018,Published.mean,reviewers
Experimental Parasitology,00144894,2871,Freedom,712,199,213,337,203,243,121,225,337,0.842,FALSE,NA,NA,NA,1,NA,NA,0,0,0,1,0,0,0,0.14285714285714285,FALSE
Experimental Thermal and Fluid Science,08941777,3108,Subscribed,618,226,202,172,79,174,98,192,226,1.922,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Expert Systems with Applications,09574174,6631,Freedom,3246,1137,1172,744,448,747,927,1469,1469,2.492,FALSE,1,NA,NA,NA,1,NA,0,2,0,0,2,3,0,1,FALSE
Explorations in Economic History,00144983,1074,Subscribed,573,120,127,153,112,125,192,207,207,1.416,FALSE,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
EXPLORE,15508307,410,Freedom,585,149,137,221,304,238,272,239,304,0.593,FALSE,NA,NA,NA,1,NA,NA,0,0,2,0,0,0,0,0.2857142857142857,FALSE
Expositiones Mathematicae,07230869,587,Subscribed,382,324,28,10,16,14,18,39,324,1.198,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Extreme Mechanics Letters,23524316,1114,Freedom,256,0,0,13,189,190,114,279,279,0.978,FALSE,NA,NA,NA,NA,1,NA,0,0,1,1,0,0,0,0.2857142857142857,FALSE
Fertility and Sterility,00150282,1080.24,Subscribed,10661,2871,4176,4971,3019,3269,2132,2784,4971,1.682,FALSE,NA,NA,NA,1,NA,NA,0,1,5,2,9,0,3,2.857142857142857,FALSE
Field Crops Research,03784290,5103,Freedom,680,192,196,205,260,314,246,322,322,1.921,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Field Mycology,14681641,187,Freedom,39,4,7,7,5,5,7,4,7,0.338,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Filtration + Separation,00151882,704,Freedom,131,91,45,20,4,47,18,44,91,0.121,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Finance Research Letters,15446123,937,Freedom,166,40,28,41,34,57,60,184,184,0.713,FALSE,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Finite Elements in Analysis and Design,0168874X,3556,Subscribed,391,124,101,87,79,144,133,209,209,1.694,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Finite Fields and Their Applications,10715797,656.02,Subscribed,66,2,7,4,7,23,29,18,29,1.388,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Fire Safety Journal,03797112,3061,Freedom,159,48,90,9,9,125,14,47,125,1.937,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Fish & Shellfish Immunology,10504648,2034,Freedom,739,195,326,292,247,501,157,242,501,1.16,FALSE,NA,NA,NA,1,1,NA,0,0,1,0,0,0,0,0.14285714285714285,FALSE
Fisheries Research,01657836,4722,Freedom,1992,930,728,534,543,830,682,801,930,1.173,FALSE,NA,NA,NA,NA,1,NA,0,0,1,0,0,0,2,0.42857142857142855,FALSE
Fitoterapia,0367326X,739,Freedom,420,175,179,240,58,183,58,100,240,1.536,FALSE,NA,NA,NA,1,NA,NA,0,0,1,0,0,0,0,0.14285714285714285,FALSE
FlatChem,24522627,501,Freedom,4,0,0,0,0,0,2,10,10,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Flora,03672530,1762,Subscribed,248,85,72,116,57,53,68,81,116,1.11,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Flow Measurement and Instrumentation,09555986,1952,Freedom,129,77,30,20,38,43,11,47,77,1.647,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Fluid Phase Equilibria,03783812,10928,Freedom,572,240,263,124,143,174,91,157,263,1.248,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Focus on Catalysts,13514180,1842,Freedom,60,38,7,17,11,18,23,26,38,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Focus on Pigments,09696210,1842,Freedom,8,0,3,4,3,4,1,6,6,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Focus on Powder Coatings,13645439,1842,Freedom,7,1,3,0,5,3,6,2,6,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Focus on Surfactants,13514210,1842,Freedom,60,22,7,3,15,10,11,44,44,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Food and Bioproducts Processing,09603085,1279,Freedom,135,19,22,38,40,69,48,29,69,1.87,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Food and Chemical Toxicology,02786915,6585,Freedom,2763,874,1222,1380,751,762,670,1085,1380,1.52,FALSE,NA,NA,NA,1,1,NA,0,0,0,2,1,0,0,0.42857142857142855,FALSE
Food and Waterborne Parasitology,24056766,0,Open,2,0,0,0,0,2,1,6,6,0.433,FALSE,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Food Bioscience,22124292,960,Freedom,10,0,0,0,16,6,1,11,16,1.035,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Food Chemistry,03088146,12178,Freedom,2475,1061,1288,837,671,1385,595,962,1385,2.069,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Food Control,09567135,3002,Freedom,637,171,182,221,230,332,177,414,414,1.72,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Food Hydrocolloids,0268005X,2347,Freedom,575,244,221,164,73,485,78,246,485,2.086,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Food Microbiology,07400020,2006,Freedom,524,118,233,165,102,161,147,207,233,1.755,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,1,0,0.14285714285714285,FALSE
Food Packaging and Shelf Life,22142894,977,Freedom,6,0,2,2,1,10,0,11,11,1.1515,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Food Policy,03069192,2312,Subscribed,1320,324,513,454,512,620,586,593,620,1.888,FALSE,NA,NA,NA,NA,1,1,0,0,0,1,0,0,1,0.2857142857142857,TRUE
Food Quality and Preference,09503293,2384,Freedom,490,200,214,286,181,291,226,301,301,1.717,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Food Research International,09639969,3840,Freedom,740,312,277,205,217,424,230,436,436,1.761,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Food Structure,22133291,833,Freedom,3,0,0,0,0,4,0,8,8,1.121,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Food Webs,23522496,1386,Freedom,28,0,0,1,3,6,31,12,31,1.0710000000000002,TRUE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Foot and Ankle Surgery,12687731,1476,Freedom,532,78,129,157,112,204,267,338,338,1.067,FALSE,NA,NA,NA,1,NA,NA,0,0,1,4,0,3,3,1.5714285714285714,FALSE
Forensic Chemistry,24681709,433,Freedom,2,0,0,0,0,0,8,10,10,NA,FALSE,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Forensic Science International,03790738,6277,Freedom,1892,683,875,609,406,957,517,702,957,1.444,FALSE,NA,NA,1,1,1,NA,2,0,0,0,2,1,0,0.7142857142857143,FALSE
Forensic Science International: Genetics,18724973,1131,Freedom,906,173,301,143,154,719,142,143,719,1.716,FALSE,NA,NA,1,1,1,NA,0,0,0,0,0,0,1,0.14285714285714285,FALSE
Forest Ecology and Management,03781127,8965,Subscribed,5015,1716,2205,2332,1859,2054,1157,1517,2332,1.555,FALSE,NA,NA,NA,NA,1,NA,1,2,5,4,4,0,0,2.2857142857142856,TRUE
Forest Policy and Economics,13899341,1057,Freedom,625,230,254,212,292,280,230,296,296,1.432,FALSE,NA,NA,NA,NA,1,1,0,0,0,1,0,0,0,0.14285714285714285,FALSE
Free Radical Biology and Medicine,08915849,6239,Subscribed,8608,3706,3711,4192,2643,2551,2266,2274,4192,1.664,FALSE,NA,NA,NA,1,1,NA,14,6,4,6,1,3,4,5.428571428571429,FALSE
Frontiers in Neuroendocrinology,00913022,998,Subscribed,1033,424,448,434,341,333,260,381,448,2.466,FALSE,NA,NA,NA,1,1,NA,1,0,0,0,0,0,0,0.14285714285714285,FALSE
Fuel,00162361,7105,Freedom,1361,480,414,306,372,716,305,609,716,2.331,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,1,0,0.14285714285714285,FALSE
Fuel and Energy Abstracts,01406701,4331,Freedom,226,57,30,21,56,30,20,12,57,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Fuel Cells Bulletin,14642859,1713,Freedom,74,14,45,10,14,5,29,30,45,0.132,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Fuel Processing Technology,03783820,5196,Freedom,472,270,207,122,124,204,130,124,270,2.075,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Fungal Biology,18786146,2492.68,Subscribed,546,156,261,187,176,205,150,344,344,1.109,FALSE,NA,NA,NA,NA,1,NA,2,1,0,1,1,0,0,0.7142857142857143,FALSE
Fungal Biology Reviews,17494613,192.89,Subscribed,324,83,137,86,118,91,103,198,198,1.376,FALSE,NA,NA,NA,NA,1,NA,0,0,1,2,0,0,0,0.42857142857142855,FALSE
Fungal Ecology,17545048,1382,Freedom,523,181,160,136,272,320,220,265,320,1.154,FALSE,NA,NA,NA,NA,1,NA,1,1,0,1,2,2,1,1.1428571428571428,FALSE
Fungal Genetics and Biology,10871845,1452,Subscribed,2204,752,728,910,1048,870,543,672,1048,1.006,FALSE,NA,NA,NA,NA,1,NA,0,2,3,6,0,1,0,1.7142857142857142,FALSE
Fusion Engineering and Design,09203796,8080,Freedom,165,122,68,31,42,70,40,100,122,1.26,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Fuß & Sprunggelenk,16199987,702,Freedom,29,8,0,4,1,11,6,15,15,0.234,FALSE,NA,NA,NA,1,NA,NA,0,0,1,0,0,0,0,0.14285714285714285,FALSE
Future Generation Computer Systems,0167739X,2341,Subscribed,588,127,204,93,138,773,689,1011,1011,3.196,FALSE,NA,NA,NA,NA,1,NA,0,1,0,0,0,0,1,0.2857142857142857,FALSE
Futures,00163287,1999,Freedom,749,240,180,168,216,229,154,392,392,1.198,FALSE,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Fuzzy Sets and Systems,01650114,6299,Subscribed,414,97,82,35,38,113,37,95,113,2.189,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Gaceta Sanitaria,02139111,0,Open,27,0,0,0,0,30,42,47,47,0.739,FALSE,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Gait & Posture,09666362,2302,Freedom,6478,908,895,749,550,884,956,4820,4820,1.67,FALSE,NA,NA,NA,1,NA,NA,0,0,2,2,1,0,1,0.8571428571428571,FALSE
Games and Economic Behavior,08998256,1754,Subscribed,2881,343,325,613,436,593,670,703,703,1.585,FALSE,1,NA,NA,NA,NA,1,3,0,2,0,4,0,0,1.2857142857142858,FALSE
Gastroenterología y Hepatología (English Edition),24443824,1093,Freedom,7,0,0,0,0,2,12,4,12,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Gastroenterology,00165085,1462.54,Subscribed,15745,4885,4699,4692,3629,4962,5507,6738,6738,3.254,FALSE,NA,NA,NA,1,NA,NA,10,6,6,10,3,5,7,6.714285714285714,TRUE
Gastrointestinal Endoscopy,00165107,712,Subscribed,3856,1006,1047,1061,1048,1458,1544,1846,1846,1.908,FALSE,NA,NA,NA,1,NA,NA,3,2,0,3,1,1,2,1.7142857142857142,FALSE
Gene,03781119,11688,Subscribed,8148,2678,3358,2883,2049,2527,1836,2140,3358,0.846,FALSE,NA,NA,NA,NA,1,NA,2,0,2,0,0,0,0,0.5714285714285714,FALSE
Gene Expression Patterns,1567133X,2756,Subscribed,713,518,462,293,294,341,156,242,518,0.531,FALSE,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Gene Reports,24520144,1086,Freedom,4,0,0,0,0,3,6,14,14,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
General and Comparative Endocrinology,00166480,5377,Freedom,2362,616,607,1415,545,631,528,522,1415,0.951,FALSE,NA,NA,NA,NA,1,NA,2,1,1,0,1,0,1,0.8571428571428571,FALSE
General Hospital Psychiatry,01638343,1948,Subscribed,2545,591,783,774,767,812,939,1155,1155,1.102,FALSE,NA,NA,NA,1,NA,NA,4,5,1,2,0,3,2,2.4285714285714284,FALSE
Genes & Diseases,23523042,0,Open,160,0,0,6,63,145,266,362,362,0.8999999999999999,TRUE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Genomics,08887543,1788,Subscribed,3294,1173,1075,1062,1086,1122,1132,1140,1173,0.791,FALSE,NA,NA,NA,NA,1,NA,1,0,0,1,0,0,0,0.2857142857142857,FALSE
"Genomics, Proteomics & Bioinformatics",16720229,0,Open,471,41,116,156,233,337,263,431,431,0.552,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,1,0,0,0.14285714285714285,FALSE
Geobios,00166995,648,Subscribed,250,110,60,72,37,45,26,35,110,0.822,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Geochemistry,00092819,994,Freedom,32,13,15,9,12,18,16,12,18,1.094,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Geochimica et Cosmochimica Acta,00167037,5891,Subscribed,4502,1342,1568,959,938,1292,1020,936,1568,1.641,FALSE,NA,NA,NA,NA,1,NA,2,0,4,1,1,2,0,1.4285714285714286,FALSE
Geoderma,00167061,5878,Subscribed,1585,564,527,444,525,738,570,563,738,1.806,FALSE,NA,NA,NA,NA,1,NA,1,0,0,1,0,0,0,0.2857142857142857,FALSE
Geoderma Regional,23520094,725,Freedom,5,0,0,1,0,3,5,11,11,0.7809999999999999,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Geoforum,00167185,1867,Freedom,2135,509,677,586,681,973,809,1030,1030,1.606,FALSE,NA,NA,NA,NA,NA,1,1,0,0,0,2,0,1,0.5714285714285714,TRUE
Geomechanics for Energy and the Environment,23523808,511,Freedom,29,0,0,0,29,7,17,22,29,1.114,TRUE,NA,NA,NA,NA,1,NA,0,0,0,1,0,1,0,0.2857142857142857,FALSE
Geomorphology,0169555X,5043,Subscribed,2280,837,870,722,760,737,809,633,870,1.661,FALSE,NA,NA,NA,NA,1,NA,0,2,2,2,3,0,0,1.2857142857142858,FALSE
Geoscience Frontiers,16749871,0,Open,65,14,12,12,10,37,46,81,81,1.273,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Geotextiles and Geomembranes,02661144,2247,Freedom,80,60,31,11,20,24,27,87,87,2.839,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Geothermics,03756505,2515,Subscribed,1300,82,63,39,54,38,1196,68,1196,1.987,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Geriatric Nursing,01974572,439,Subscribed,1457,248,308,404,612,446,611,663,663,0.538,FALSE,NA,NA,NA,1,NA,NA,0,0,1,6,3,0,6,2.2857142857142856,FALSE
Global and Planetary Change,09218181,3641,Subscribed,734,277,317,195,338,369,242,292,369,1.552,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Global Ecology and Conservation,23519894,0,Open,184,0,0,33,75,147,140,299,299,0.702,TRUE,NA,NA,NA,NA,1,NA,0,0,0,1,1,2,0,0.5714285714285714,FALSE
Global Environmental Change,09593780,1891,Subscribed,3452,1029,1242,1381,1372,1819,1354,1275,1819,2.907,FALSE,NA,NA,NA,NA,1,1,2,5,3,1,4,3,0,2.5714285714285716,FALSE
Global Finance Journal,10440283,876,Freedom,91,39,20,24,20,23,23,26,39,0.699,FALSE,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Global Food Security,22119124,625,Freedom,198,12,84,28,59,87,64,137,137,1.7690000000000001,FALSE,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Global Heart,22118160,426,Freedom,462,19,43,50,276,352,348,229,352,0.559,FALSE,NA,NA,NA,1,NA,NA,0,0,5,0,0,0,0,0.7142857142857143,FALSE
Gondwana Research,1342937X,1802,Freedom,148,52,55,34,21,66,64,69,69,2.609,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Government Information Quarterly,0740624X,1227,Subscribed,453,135,112,160,188,274,104,154,274,2.78,FALSE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Graphical Models,15240703,1303.57,Subscribed,52,9,12,22,25,25,19,37,37,1.566,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Groundwater for Sustainable Development,2352801X,799,Freedom,7,0,0,0,0,3,6,7,7,0.512,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Growth Hormone & IGF Research,10966374,1036,Freedom,333,127,118,279,64,62,47,79,279,0.627,FALSE,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Gynecologic Oncology,00908258,5670,Subscribed,8974,2531,3395,4157,2762,2218,2305,2566,4157,1.605,FALSE,NA,NA,NA,1,NA,NA,14,22,15,18,10,17,15,15.857142857142858,FALSE
Gynecologic Oncology Reports,23525789,0,Open,23,0,0,2,17,46,28,52,52,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,3,2,0,0,0.7142857142857143,FALSE
Gynécologie Obstétrique Fertilité & Sénologie ,24687189,851,Freedom,8,0,0,0,0,0,14,14,14,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Habitat International,01973975,2970,Freedom,808,247,242,242,227,261,322,473,473,1.663,FALSE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Hand Surgery and Rehabilitation,24681229,694,Freedom,22,0,0,0,0,5,7,47,47,0.548,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
HardwareX,24680672,0,Open,12,0,0,0,0,0,13,66,66,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Harmful Algae,15689883,942,Freedom,395,285,196,108,105,124,219,232,285,1.444,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Health & Place,13538292,4453.795,Subscribed,1488,545,627,586,697,597,682,711,711,1.398,FALSE,NA,NA,NA,1,NA,1,3,3,2,0,0,2,1,1.5714285714285714,FALSE
Health Policy,01688510,4129,Subscribed,2791,967,858,844,941,1028,900,1074,1074,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,1,0,0,1,0.2857142857142857,TRUE
Health Policy and Technology,22118837,969,Freedom,81,2,10,39,25,27,41,81,81,0.642,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Health Professions Education,24523011,0,Open,18,0,0,0,0,6,23,40,40,0,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Healthcare,22130764,954,Freedom,531,0,60,138,237,422,373,382,422,0.6,FALSE,NA,NA,NA,1,1,NA,0,0,1,1,3,1,3,1.2857142857142858,TRUE
Hearing Research,03785955,8182,Freedom,2635,747,1097,756,978,682,498,761,1097,1.36,FALSE,NA,NA,NA,1,NA,NA,0,1,3,0,0,2,0,0.8571428571428571,FALSE
Heart & Lung,01479563,704,Subscribed,1693,325,350,817,596,576,691,667,817,0.766,FALSE,NA,NA,NA,1,NA,NA,0,2,1,0,0,4,0,1,FALSE
Heart Rhythm,15475271,755.34,Subscribed,7042,2201,2284,2813,1868,2324,2058,2756,2813,1.798,FALSE,NA,NA,NA,1,NA,NA,6,14,7,12,10,11,15,10.714285714285714,FALSE
"Heart, Lung and Circulation",14439506,961,Freedom,1301,317,454,770,314,480,535,554,770,0.731,FALSE,NA,NA,NA,1,NA,NA,0,0,1,0,0,0,0,0.14285714285714285,FALSE
HeartRhythm Case Reports,22140271,0,Open,46,0,0,0,2,27,61,69,69,0.11,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,4,0,0,0.5714285714285714,FALSE
Hellenic Journal of Cardiology,11099666,0,Open,34,0,0,0,0,5,51,98,98,0.5825,FALSE,NA,NA,NA,1,NA,NA,1,2,0,1,0,0,0,0.5714285714285714,FALSE
"Hematology, Transfusion and Cell Therapy",25311379,0,Open,6,0,0,0,0,0,0,17,17,NA,TRUE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Hematology/Oncology and Stem Cell Therapy,16583876,0,Open,132,0,7,36,59,87,145,145,145,0.489,FALSE,NA,NA,NA,1,1,NA,0,0,0,0,0,1,0,0.14285714285714285,FALSE
Hepatobiliary & Pancreatic Diseases International,14993872,1185,Freedom,78,4,17,6,0,0,0,65,65,0.875,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,1,0.14285714285714285,FALSE
High Energy Density Physics,15741818,1173,Freedom,28,13,43,0,9,11,2,2,43,1.177,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Historia Mathematica,03150860,492.81,Subscribed,257,40,41,26,36,41,123,56,123,0.964,FALSE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
HOMO - Journal of Comparative Human Biology,0018442X,1105,Freedom,150,52,63,45,69,92,28,23,92,0.644,FALSE,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Hormones and Behavior,0018506X,2785,Subscribed,4044,1667,1683,1802,1510,1478,1073,1171,1802,1.214,FALSE,NA,NA,NA,1,1,NA,4,3,0,1,2,2,1,1.8571428571428572,FALSE
Human Immunology,01988859,3071,Subscribed,2519,596,781,745,584,875,652,1084,1084,0.749,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Human Microbiome Journal,24522317,0,Open,12,0,0,0,0,0,15,27,27,NA,FALSE,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Human Movement Science,01679457,1779,Freedom,664,219,179,223,194,282,154,269,282,1.191,FALSE,NA,NA,NA,1,1,1,0,0,1,0,1,0,0,0.2857142857142857,FALSE
Human Pathology,00468177,1412,Subscribed,3863,1374,1440,1109,1096,1225,1075,1123,1440,1.214,FALSE,NA,NA,NA,1,NA,NA,7,5,1,4,2,1,2,3.142857142857143,FALSE
Human Pathology: Case Reports,22143300,0,Open,20,0,0,0,3,15,39,67,67,0.1915,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,2,0.2857142857142857,FALSE
Human Resource Management Review,10534822,1146,Freedom,542,85,131,270,288,319,92,317,319,2.419,FALSE,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Hydrometallurgy,0304386X,5197,Freedom,1601,1273,151,78,104,156,132,228,1273,2.25,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
IATSS Research,03861112,0,Open,62,1,2,5,32,49,43,84,84,0.855,FALSE,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
IBRO Reports,24518301,0,Open,3,0,0,0,0,0,11,23,23,NA,TRUE,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Icarus,00191035,7120,Subscribed,588,202,177,126,153,152,124,175,202,1.288,FALSE,NA,NA,NA,NA,1,NA,0,0,1,0,0,0,0,0.14285714285714285,FALSE
ICT Express,24059595,0,Open,11,0,0,0,0,3,24,37,37,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
IDCases,22142509,0,Open,25,0,0,4,6,13,29,60,60,0.2845,FALSE,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
IFAC Journal of Systems and Control,24686018,427,Freedom,0,0,0,0,0,0,0,1,1,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
IHJ Cardiovascular Case Reports (CVCR),2468600X,0,Open,1,0,0,0,0,0,2,10,10,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
IIMB Management Review,09703896,0,Open,31,8,5,15,19,20,59,51,59,0.649,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
IJC Heart & Vasculature,23529067,0,Open,59,0,0,0,43,86,95,126,126,0.323,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Image and Vision Computing,02628856,3196,Freedom,546,168,193,192,203,203,211,223,223,2.172,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Immunobiology,01712985,2597,Freedom,1562,518,607,728,493,587,454,495,728,0.927,FALSE,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Immunology Letters,01652478,4444,Freedom,1874,706,667,884,685,729,625,665,884,0.753,FALSE,NA,NA,NA,1,NA,NA,1,0,0,0,0,1,0,0.2857142857142857,FALSE
Indagationes Mathematicae,00193577,598.79,Subscribed,68,12,10,7,13,15,13,26,26,0.88,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Indian Heart Journal,00194832,0,Open,150,0,40,41,44,75,171,171,171,0.434,FALSE,NA,NA,NA,1,NA,NA,0,0,0,1,1,1,3,0.8571428571428571,TRUE
